date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:15	2784/2784	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/index.html	(from )
09:07:15	70/70	---M--	200	added ('OK')	text/plain	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/robots.txt		(from )
09:07:15	3377/3377	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/icon.png	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/icon.png	(from https://video-meet-daa67.web.app/)
09:07:16	344/344	---M-Z	200	added ('OK')	application/json	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/manifest.json	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/manifest.json	(from https://video-meet-daa67.web.app/)
09:07:16	712681/712681	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/static/css/2.04e6f341.chunk.css	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/static/css/2.04e6f341.chunk.css	(from https://video-meet-daa67.web.app/)
09:07:16	606/606	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/static/css/main.f6f0350d.chunk.css	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/static/css/main.f6f0350d.chunk.css	(from https://video-meet-daa67.web.app/)
09:07:16	1762857/1762857	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/static/js/2.dbb1b177.chunk.js	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/static/js/2.dbb1b177.chunk.js	(from https://video-meet-daa67.web.app/)
09:07:17	16819/16819	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2012%20Oct%202020%2006:31:16%20GMT	https://video-meet-daa67.web.app/static/js/main.61c3b7dd.chunk.js	C:/Users/Lenovo/Music/MAIN/Video/video-meet-daa67.web.app/static/js/main.61c3b7dd.chunk.js	(from https://video-meet-daa67.web.app/)
